-348.98,0,0.45178
0,0,0.6767
0,0,0.86
0,0,1.0442
0,0,1.2338
0,0,1.417
0,0,1.5972
0,0,1.7764
0,0,1.9783
0,0,2.1721
0,0,2.3549
0,0,2.5441
0,0,2.7225
0,0,2.8851
0,0,3.0672
0,0,3.246
0,0,3.4306
0,0,3.6146
0,0,3.8021
0,0,4.0219
0,0,4.2117
0,0,4.4284
0,0,4.6176
0,0,4.8152
0,0,5.0206
0,0,5.2007
0,0,5.3925
0,0,5.5886
0,0,5.7776
0,0,5.9691
0,0,6.3734
0,0,6.7593
0,0,7.0492
0,0,7.3071
0,0,7.5555
0,0,7.8384
0,0,8.0553
0,0,8.2583
0,0,8.4465
0,0,8.6947
0,0,8.9143
0,0,9.1212
0,0,9.4429
0,0,9.6493
0,0,9.8536
0,0,10.048
0,0,10.249
0,0,10.445
0,0,10.651
0,0,10.835
0,0,11.019
0,0,11.228
0,0,11.439
0,0,11.651
0,0,11.854
0,0,12.063
0,0,12.249
0,0,12.431
0,0,12.636
0,0,12.854
0,0,13.001
0,0,13.198
0,0,13.396
0,0,13.613
0,0,13.824
0,0,14.015
0,0,14.211
0,0,14.402
0,0,14.589
0,0,14.782
0,0,14.971
0,0,15.18
0,0,15.376
0,0,15.582
0,0,15.794
0,0,16.001
0,0,16.212
0,0,16.417
0,0,16.607
0,0,16.843
0,0,17.06
0,0,17.269
0,0,17.484
0,0,17.643
0,0,17.864
0,0,18.076
0,0,18.3
0,0,18.511
0,0,18.663
0,0,18.864
0,0,19.07
0,0,19.232
0,0,19.42
0,0,19.604
0,0,19.798
0,0,20.007
0,0,20.176
0,0,20.382
0,0,20.583
0,0,20.784
0,0,20.999
0,0,21.18
0,0,21.364
0,0,21.555
0,0,21.722
0,0,21.915
0,0,22.117
0,0,22.315
0,0,22.498
0,0,22.702
0,0,22.926
0,0,23.145
0,0,23.354
0,0,23.564
0,0,23.789
0,0,24.003
0,0,24.202
0,0,24.414
0,0,24.607
0,0,24.781
0,0,24.967
0,0,25.186
0,0,25.413
0,0,25.615
0,0,25.818
0,0,26.024
0,0,26.237
0,0,26.432
0,0,26.646
0,0,26.859
0,0,27.067
0,0,27.279
0,0,27.489
0,0,27.693
0,0,27.908
0,0,28.116
0,0,28.329
0,0,28.54
0,0,28.741
0,0,28.963
0,0,29.144
0,0,29.338
0,0,29.551
0,0,29.76
0,0,29.959
0,0,30.154
0,0,30.36
0,0,30.565
0,0,30.773
0,0,30.989
0,0,31.152
0,0,31.35
0,0,31.55
0,0,31.775
0,0,31.988
0,0,32.196
0,0,32.385
0,0,32.592
0,0,32.807
0,0,33.034
0,0,33.254
0,0,33.467
0,0,33.672
0,0,33.865
0,0,34.08
0,0,34.288
0,0,34.501
0,0,34.698
0,0,34.893
0,0,35.111
0,0,35.32
0,0,35.532
0,0,35.745
0,0,35.961
0,0,36.162
0,0,36.357
0,0,36.549
0,0,36.754
0,0,36.943
0,0,37.182
0,0,37.388
0,0,37.593
0,0,37.789
0,0,37.993
0,0,38.205
0,0,38.41
0,0,38.618
0,0,38.828
0,0,39.035
0,0,39.232
0,0,39.435
0,0,39.612
0,0,39.776
0,0,39.923
0,0,40.111
0,0,40.331
0,0,40.558
0,0,40.777
0,0,40.972
0,0,41.17
0,0,41.4
0,0,41.62
0,0,41.813
0,0,42.017
0,0,42.223
0,0,42.417
0,0,42.616
0,0,42.801
0,0,43.007
0,0,43.201
0,0,43.396
0,0,43.59
0,0,43.777
0,0,43.996
0,0,44.209
0,0,44.417
0,0,44.638
0,0,44.85
0,0,45.058
0,0,45.236
0,0,45.461
0,0,45.674
0,0,45.875
0,0,46.084
0,0,46.296
0,0,46.498
0,0,46.709
0,0,46.918
0,0,47.134
0,0,47.339
0,0,47.534
0,0,47.739
0,0,47.956
0,0,48.18
0,0,48.404
0,0,48.604
0,0,48.814
0,0,49.029
0,0,49.227
0,0,49.429
0,0,49.638
0,0,49.843
0,0,50.049
0,0,50.247
0,0,50.47
0,0,50.688
0,0,50.89
0,0,51.06
0,0,51.242
0,0,51.45
0,0,51.635
0,0,51.859
0,0,52.095
0,0,52.318
0,0,52.528
0,0,52.711
0,0,52.935
0,0,53.155
0,0,53.358
0,0,53.584
